Product Status,Product ID ,Item Description ,Supplier Name ,Brand Name ,Sub Name  ,Product Description ,Container Name ,Size Description ,Extended Product Description,Product Class Description,On Hand  ,Sales Current ,Date Last Received,On Order
Active,67211,GF PKMNCHERY24/16,G FUEL LLC,G FUEL,GF,PKMNCHERY24/16,2023-12-16 00:00:00,,G FUEL PAC MAN CHERRY SIXTEEN OUNCE CANS,NB,0,0,20230220,0
Active,67212,GF BLUSLUSH 12/16,G FUEL LLC,G FUEL,GF,BLUSLUSH 12/16,2023-12-16 00:00:00,,G FUEL MEGA MAN SIXTEEN OUNCE,NB,63,1,20230220,0
Active,67213,GF NARUTOSAGE12/1,G FUEL LLC,G FUEL,GF,NARUTOSAGE12/1,2023-12-16 00:00:00,,G FUEL NARUTO 16 OUNCE CANS,NB,0,0,20230220,0
Active,67214,GF DRGNFRT 12/16C,G FUEL LLC,G FUEL,GF,DRGNFRT 12/16C,2023-12-16 00:00:00,,G FUEL DRAGON FRUIT CANS,NB,0,0,20230620,0
Active,61600,G2G APPLEJUICE 12/6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G APPLEJUICE,12/6OZ,6OZ,,GOOD TO GROW APPLE JUICE,NB,603,10,20231108,0
Active,61601,G2G FRUITPUNCH 12/6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G FRUITPUNCH,12/6OZ,6OZ,,GOOD TO GO FRUIT PUNCH,NB,483,11,20231108,0
Active,61615,G2G APPLEJUICE 4/3 6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G APPLEJUICE,4/3 6OZ,2023-12-06 00:00:00,,GOOD 2 GROW APPLE FOUR THREE PACK,NB,85,3,20230707,0
Active,61616,G2G FRUITPUNCH 4/3 6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G FRUITPUNCH,4/3 6OZ,2023-12-06 00:00:00,,GOOD 2 GROW FRUIT PUNCH FOUR THREE PACKS,NB,110,1,20230808,0
Restricted,61617,G2G FRUIT FUSN 4/3 6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G FRUIT FUSN,4/3 6OZ,2023-12-06 00:00:00,,GOOD 2 GROW FRUIT FUSION FOUR THREE PACKS,NB,48,0,20221222,0
Active,61620,G2G FRUIT FUSN 12/6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G FRUIT FUSN,12/6OZ,6OZ,,GOOD TO GROW JUICY WATER FRUIT FUSION,NB,365,4,20231108,0
Active,61621,G2G GRAPE 12/6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G GRAPE,12/6OZ,6OZ,,GOOD TO GROW JUICY WATER GRAPE,NB,382,3,20231108,0
Active,61640,G2G STRBRYKIWI 12/6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G STRBRYKIWI,12/6OZ,6OZ,,GOOD TO GROW STRAWBERRY KIWI,NB,510,5,20231108,0
Active,61641,G2G TROPFRUIT 12/6OZ,GOOD 2 GROW,GOOD 2 GRO,G2G TROPFRUIT,12/6OZ,6OZ,,GOOD TO GROW TROPICAL FRUIT BLEND,NB,214,4,20231108,0
Active,61650,G2G ORGMANGO 12PK 10OZ BTL,GOOD 2 GROW,GOOD 2 GRO,G2G ORGMANGO,12PK 10OZ BTL,10 OZ,,GOOD TO GROW ORANGE MANGO,NB,208,2,20230707,0
Active,61651,G2G RASPLEMON 12/10OZ BTLS,GOOD 2 GROW,GOOD 2 GRO,G2G RASPLEMON,12/10OZ BTLS,10 OZ,,GOOD TO GROW RASPBERRY LEMONADE,NB,164,4,20230707,0
Active,61660,G2G CHOCOMILK 12/8OZ,GOOD 2 GROW,GOOD 2 GRO,G2G CHOCOMILK,12/8OZ,12/8OZ,,GOOD TO GROW CHOCOLATE MILK TWELVE PACK,NB,48,1,20230911,0
Active,61661,G2G VANILLAMLK 8OZ,GOOD 2 GROW,GOOD 2 GRO,G2G VANILLAMLK,8OZ,12/8OZ,,GOOD 2 GROW VANILLA EIGHT OUNCE BOTTLE,NB,27,1,20231020,0
Active,61662,G2G STRBRYMILK 12/8OZ,GOOD 2 GROW,GOOD 2 GRO,G2G STRBRYMILK,12/8OZ,12/8OZ,,GOOD 2 GROW STRAWBERRY MILK TWELVE PACK,NB,0,0,0,0
Active,67220,YM BLUEPHORIA 12/15.5C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM BLUEPHORIA,12/15.5C,12/15.5,,YERBA MATE BLUE CANS,NB,148,3,20231103,0
Active,67221,YM ENLIGHTMINT 12/15.5C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM ENLIGHTMINT,12/15.5C,12/15.5,,YERBA MATE ENLIGHTEN MINT TWELVE PACK CAN,NB,160,0,20231103,0
Active,67222,YM LEMON ELATN 12/15.5C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM LEMON ELATN,12/15.5C,12/15.5,,YERBA MATE LEMON CAN,NB,6,0,20230914,0
Active,67223,YM ORANGE EX 12/15.5C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM ORANGE EX,12/15.5C,12/15.5,,YERBA MATE ORANGE EXHBERANCE TWELVE PACK CAN,NB,66,4,20231109,0
Active,67224,YM REVEL BERRY 12/15.5C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM REVEL BERRY,12/15.5C,12/15.5,,YERBA MATE REVEL BERRY TWELVE PACK CANS,NB,160,0,20231103,0
Active,67225,YM TROPICAL 12/15.5C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM TROPICAL,12/15.5C,12/15.5,,YERBA MATE TROPICAL UPRISING TWELVE PACK CANS,NB,3,0,20230914,0
Active,67226,YM PEACH 12/15.5C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM PEACH,12/15.5C,12/15.5,,YERBA MATE PEACH REVIVAL TWELVE PACK CANS,NB,4,1,20230914,0
Active,67227,YM CLASSICGOLD 12/12C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM CLASSICGOLD,12/12C,2023-12-12 00:00:00,,YERBA MATE CLASSIC GOLD TWELCE PACK CAN,NB,4,0,20230511,0
Active,67228,YM CRANBRY POM 12/12C,GUAYAKI PRODUCTS,GUAYAKI PRODUCTS,YM CRANBRY POM,12/12C,2023-12-12 00:00:00,,YERBA MATE CRANBERRY POMERGRANTE TWELVE PACK CAN,NB,3,0,20230511,0
Active,60050,RECOVER CITRUS 12/16OZ BTL,HA RIDER,RECOVER 180,RECOVER CITRUS,12/16OZ BTL,2023-12-16 00:00:00,,RECOVER CITRUS,NB,1,0,20220623,0
Active,60060,RECOVER BERRY 12/16OZ,HA RIDER,RECOVER 180,RECOVER BERRY,12/16OZ,2023-12-16 00:00:00,,RECOVER BERRY,NB,1,0,20220203,0
Active,60266,HW MEXHOTCHOC 6/4C,HI-WIRE BREWING,HI-WIRE,HW MEXHOTCHOC,6/4C,24/16,,HI WIRE MEXICAN HOT CHOCOLATE FOUR PACK CANS,BEER,35,0,20231031,0
Active,60267,HW MEXHOTCHOC 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW MEXHOTCHOC,1/6BBL,1/6 BBL,,HIWIRE MEXICAN HOT CHOCOLATE SIXTH BARREL,BEER,8,0,20231031,0
Active,60268,HW WINTRWARMR 6/4C,HI-WIRE BREWING,HI-WIRE,HW WINTRWARMR,6/4C,24/16,,HIWIRE WINTER WARMER FOUR PACK CANS,BEER,0,0,0,0
Active,60269,HW WINTRWARMR 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW WINTRWARMR,1/6BBL,1/6 BBL,,HIWIRE WINTER WARMER SIXTH BARREL,BEER,0,0,0,0
Active,60274,HW GATOR JUICE 6/4C,HI-WIRE BREWING,HI-WIRE,HW GATOR JUICE,6/4C,24/16,,HIWIRE GATOR JUICE FOUR PACK CANS,BEER,0,0,20230811,0
Active,60275,HW GATOR JUICE 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW GATOR JUICE,1/6BBL,1/6 BBL,,HIWIRE GATOR JUICE SIXTH BARREL,BEER,1,0,20230811,0
Active,60276,HW KELLER PILS 6/4C,HI-WIRE BREWING,HI-WIRE,HW KELLER PILS,6/4C,24/16,,HIWIRE KELLER PILS,BEER,7,0,20231004,0
Active,60277,HW KELLER PILS 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW KELLER PILS,1/6BBL,1/6 BBL,,HIWIRE KELLER PILS SIXTH BARREL,BEER,2,0,20231004,0
Active,60278,HW CARML MACH 6/4C,HI-WIRE BREWING,HI-WIRE,HW CARML MACH,6/4C,24/16,,HIWIRE CARAMEL MACHIATTO FOUR PACK CANS,BEER,3,0,20230908,0
Active,60279,HW CARML MACH 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW CARML MACH,1/6BBL,1/6 BBL,,HIWIRE CARAMEL MACHIATTO SIXTH BARREL,BEER,2,0,20230908,0
Active,60284,HW MARG SOUR 4/6C,HI-WIRE BREWING,HI-WIRE,HW MARG SOUR,4/6C,24/16,,HIWIRE MARGARITA SOUR SIX PACK CANS,BEER,0,0,20230425,0
Active,60286,HW MARG SOUR 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW MARG SOUR,1/6BBL,1/6 BBL,,HIWIRE MARGARITA SOUR SIXTH BARREL,BEER,0,0,20230616,0
Active,60287,HW MTN WHEAT 4/6C,HI-WIRE BREWING,HI-WIRE,HW MTN WHEAT,4/6C,24/16,,HIWIRE MOUNTAIN WHEAT SIX PACK CANS,BEER,0,0,0,0
Active,60288,HW MTN WHEAT 1/2BBL,HI-WIRE BREWING,HI-WIRE,HW MTN WHEAT,1/2BBL,1/2 BBL,,HIWIRE MOUNTAIN WHEAT HALF BARREL,BEER,0,0,0,0
Active,60289,HW MTN WHEAT 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW MTN WHEAT,1/6BBL,1/6 BBL,,HIWIRE MOUNTAIN WHEAT SIXTH BARREL,BEER,0,0,0,0
Active,60292,HW LOPITCH IPA 4/6/16OZ CAN,HI-WIRE BREWING,HI-WIRE,HW LOPITCH IPA,4/6/16OZ CAN,24/16,,HI WIRE LO  PITCH SIX PACK SIXTEEN OUNCE CANS,BEER,12,0,20231004,0
Active,60294,HW IPA PITCH 24/16 2/12CANS,HI-WIRE BREWING,HI-WIRE,HW IPA PITCH,24/16 2/12CANS,24/16,2 - 12/16 CAN,HI WIRE IPA PITCH TWO TWELVE PACK CANS,BEER,20,0,20231004,0
Active,60296,HW IPA PITCH 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW IPA PITCH,1/6BBL,1/6 BBL,,HI WIRE 8TH ANNIVERSARY TRIPLE 1/6BBL,BEER,0,0,0,0
Active,60298,HW CLOWNCAR 2 - 12/16 CAN,HI-WIRE BREWING,HI-WIRE,HW CLOWNCAR,2 - 12/16 CAN,24/16,,HIWIRE CLOWN CAR TWO TWELVE PACKS SIXTEEN OUNCE CANS,BEER,0,0,0,0
Active,60306,HW LAGER 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW LAGER,1/6BBL,1/6 BBL,,,BEER,0,0,20230111,0
Active,60308,HW CHOC WOW 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW CHOC WOW,1/6BBL,1/6 BBL,,HI WIRE CHOCOLATE WOW 1/6BBL,BEER,0,0,20211216,0
Active,60309,HW CHERYREDHOT 6/4C,HI-WIRE BREWING,HI-WIRE,HW CHERYREDHOT,6/4C,24/16,,HIWIRE RED HOT SOUR ALE FORU PACK CANS,BEER,0,0,0,0
Active,60310,HW CHERYREDHOT 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW CHERYREDHOT,1/6BBL,1/6 BBL,,HIWIRE CHERRY RED HOT SOUR ALE SIXTH BBL,BEER,0,0,0,0
Active,60311,HW ITALIAN PLS 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW ITALIAN PLS,6/4 CAN,24/16,,HI WIRE ITALIAN PILSNER 16 OUNCE CAN,BEER,0,0,20230425,0
Active,60314,HW REDRYE LGR 6/4C,HI-WIRE BREWING,HI-WIRE,HW REDRYE LGR,6/4C,24/16,,HIWIRE RED RYE LAGER FOUR PAK CANS,BEER,0,0,0,0
Active,60315,HW REDRYE LGR 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW REDRYE LGR,1/6BBL,1/6 BBL,,HIWIRE RED RYE LAGER SIXTH BARREL,BEER,0,0,0,0
Active,60316,HW ITALIAN PLS 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW ITALIAN PLS,1/6BBL,1/6 BBL,,HI WIRE ITALIAN PILSNER 1/6BBL,BEER,0,0,20230425,0
Active,60321,HW HUGSONBEACH 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW HUGSONBEACH,6/4 CAN,24/16,,HI WIRE HUGS ON THE BEACH FOUR PACK CAN,BEER,0,0,20220422,0
Active,60323,HW CHOCOTACO 6/4C,HI-WIRE BREWING,HI-WIRE,HW CHOCOTACO,6/4C,24/16,,HI WIRE CHOCOLATE TACO 10W40 FOUR PACK CAN,BEER,0,0,20230324,0
Active,60324,HW CHOCOTACO 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW CHOCOTACO,1/6BBL,1/6 BBL,,HIWIRE CHOCOLATE TACO SIXTH BARREL,BEER,0,0,20230324,0
Active,60325,HW MAI TAI 6/4C,HI-WIRE BREWING,HI-WIRE,HW MAI TAI,6/4C,24/16,,HIWIRE MAI TAI FOUR PACK CANS,BEER,19,0,20231031,0
Active,60326,HW HUGSONBEACH 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW HUGSONBEACH,1/6BBL,1/6 BBL,,,BEER,0,0,20220422,0
Active,60327,HW CHOC BRULEE 6/4 CANS,HI-WIRE BREWING,HI-WIRE,HW CHOC BRULEE,6/4 CANS,24/16,,HW CHOCOLATE CREME BRULEE SIXTEEN OUNCE CAN,BEER,0,0,20220325,0
Active,60328,HW MAI TAI 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW MAI TAI,1/6BBL,1/6 BBL,,,BEER,0,0,0,0
Active,60329,HW CHOC BRULEE 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW CHOC BRULEE,1/6BBL,1/6 BBL,,HI WIRE 10 W 40 CHOCOLATE CREME BRULEE SIXTH BARREL,BEER,0,0,20220325,0
Active,60334,HW HIPITCH IPA 4/6 CAN 16OZ,HI-WIRE BREWING,HI-WIRE,HW HIPITCH IPA,4/6 CAN 16OZ,24/16,,HI WIRE HI PITCH 16 OUNCE,BEER,47,1,20231031,0
Active,60338,HW LOPITCH IPA 1/2BBL,HI-WIRE BREWING,HI-WIRE,HW LOPITCH IPA,1/2BBL,1/2 BBL,,,BEER,0,0,20200403,0
Active,60339,HW LOPITCH IPA 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW LOPITCH IPA,1/6BBL,1/6 BBL,,,BEER,0,0,20230324,0
Active,60342,HW BED O NAILS 1/2BBL,HI-WIRE BREWING,HI-WIRE,HW BED O NAILS,1/2BBL,1/2 BBL,,,BEER,1,1,20231031,0
Active,60343,HW COLD HAZY 6/4C,HI-WIRE BREWING,HI-WIRE,HW COLD HAZY,6/4C,24/16,,HI WIRE COLD WAVE HAZY IPA FOUR PACK CANS,BEER,0,0,0,0
Active,60344,HW COLD HAZY 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW COLD HAZY,1/6BBL,1/6 BBL,,,BEER,0,0,0,0
Active,60345,HW BED O NAILS 4/6 16OZ,HI-WIRE BREWING,HI-WIRE,HW BED O NAILS,4/6 16OZ,24/16,,HIWIRE BED OF NAILS SIX PACK SIXTEEN OUNCE CANS,BEER,23,0,20231031,0
Active,60346,HW BED O NAILS 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW BED O NAILS,1/6BBL,1/6 BBL,,,BEER,18,0,20231103,0
Active,60349,HW BOHEMIN DRK 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW BOHEMIN DRK,1/6BBL,1/6 BBL,,,BEER,0,0,20190319,0
Active,60351,HW HAZE IDAHO 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW HAZE IDAHO,6/4 CAN,24/16,,HW SUPER HAZE IDAHO FOUR PACK CANS,BEER,0,0,20220422,0
Active,60353,HW A BETTERWAY 6/4C,HI-WIRE BREWING,HI-WIRE,HW A BETTERWAY,6/4C,24/16,,HIWIRE A BETTER WAY FOUR PACK CAN,BEER,0,0,20230811,0
Active,60354,HW A BETTERWAY 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW A BETTERWAY,1/6BBL,1/6 BBL,,HIWIRE A BETTER WAY IPA SIXTH BARREL,BEER,1,0,20230811,0
Active,60356,HW HAZE IDAHO 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW HAZE IDAHO,1/6BBL,1/6 BBL,,,BEER,0,0,20220422,0
Active,60361,HW PINAPLUPSID 6/4C,HI-WIRE BREWING,HI-WIRE,HW PINAPLUPSID,6/4C,24/16,,HIWIRE PINEAPPLE UPSIDE DOWN CAKE PARFAIT FOUR PACK CAN,BEER,0,0,20230908,0
Active,60362,HW PINAPLUPSID 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW PINAPLUPSID,1/6BBL,1/6 BBL,,HIWIRE PINEAPPLE UPSIDE DOWN PARFIAT SIXTH BARREL,BEER,1,0,20230908,0
Active,60363,HW VISION HAZY 6/4C,HI-WIRE BREWING,HI-WIRE,HW VISION HAZY,6/4C,24/16,,HIWIRE FIELD OF VISION HAZY IPA FOUR PACK CAN,BEER,4,1,20231004,0
Active,60364,HW VISION HAZY 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW VISION HAZY,1/6BBL,1/6 BBL,,HIWIRE FIELD OF VISION HAZY IPA SIXTH BARREL,BEER,5,1,20231004,0
Active,60367,HW RASPBRY FIZ 6/4 16OZ,HI-WIRE BREWING,HI-WIRE,HW RASPBRY FIZ,6/4 16OZ,24/16,,HI WIRE FRUIT TART RASPBERRY FOUR PACK CAN,BEER,0,0,20201119,0
Active,60369,HW RASPBRY FIZ 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW RASPBRY FIZ,1/6BBL,1/6 BBL,,HI WIRE EPIPHANY 1/6BBL,BEER,0,0,20201119,0
Active,60370,HW DRAGNFRUIT 6/4C,HI-WIRE BREWING,HI-WIRE,HW DRAGNFRUIT,6/4C,24/16,,HI WIRE DRAGON FRUIT FOUR PACK CANS,BEER,0,0,0,0
Active,60371,HW DRAGNFRUIT 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW DRAGNFRUIT,1/6BBL,1/6 BBL,,HIWIRE DRANGON FRUIT SIXTH BARREL,BEER,0,0,20190606,0
Restricted,60372,HW GRNDMAPIE 6/4C,HI-WIRE BREWING,HI-WIRE,HW GRNDMAPIE,6/4C,24/16,,HI WIRE GRANDMAS CHERRY FOUR PACK CANS,BEER,0,0,20190606,0
Active,60373,HW GRNDMAPIE 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW GRNDMAPIE,1/6BBL,1/6 BBL,,HIWIRE GRANDMAS CHERRY PIE PARFAIT SIXTH BARREL,BEER,0,0,20190606,0
Active,60376,HW SS TROPPNCH 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW SS TROPPNCH,1/6BBL,1/6 BBL,,,BEER,0,0,20200116,0
Active,60381,HW CZECH PILS 6/4C,HI-WIRE BREWING,HI-WIRE,HW CZECH PILS,6/4C,24/16,,HI WIRE CZECH PILSNER FOUR PACK CANS,BEER,1,0,20230714,0
Active,60382,HW CZECH PILS 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW CZECH PILS,1/6BBL,1/6 BBL,,HI WIRE CZECH PILSNER SIXTH BARREL,BEER,0,0,20230714,0
Active,60383,HW 10YR HIWIRE 6/4C,HI-WIRE BREWING,HI-WIRE,HW 10YR HIWIRE,6/4C,24/16,,HIWIRE TEN YEARS OF HIWIRE FOUR PACK CANS,BEER,0,0,20230714,0
Active,60385,HW 10YR HIWIRE 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW 10YR HIWIRE,1/6BBL,1/6 BBL,,HIWIRE 10 YEARS OF HI WIRE SIXTH BARREL,BEER,1,0,20230714,0
Restricted,60397,HW VIET ICECOF 24/16 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW VIET ICECOF,24/16 6/4 CAN,24/16,,HI WIRE VIETNAMESE ICED COFFEE 10W40 FOUR PACK CANS,BEER,0,0,20170512,0
Active,60399,HW VIET ICECOF 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW VIET ICECOF,1/6BBL,1/6 BBL,,HI WIRE ICED COFFEE 1/6BBL,BEER,0,0,20220519,0
Active,60401,HW GETTER LOW 4/6 CAN,HI-WIRE BREWING,HI-WIRE,HW GETTER LOW,4/6 CAN,24/12,,HI WIRE GETTER LOW IPA 4/6 CAN,BEER,0,0,20200225,0
Active,60402,HW GETTER LOW 1/2BBL,HI-WIRE BREWING,HI-WIRE,HW GETTER LOW,1/2BBL,1/2 BBL,,,BEER,0,0,0,0
Active,60403,HW GETTER LOW 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW GETTER LOW,1/6BBL,1/6 BBL,,,BEER,0,0,0,0
Active,60405,HW DBL HIPITCH 24/16 4/6 C,HI-WIRE BREWING,HI-WIRE,HW DBL HIPITCH,24/16 4/6 C,24/16,,HI WIRE DOUBLE IPA 16 OUNCE CANS,BEER,12,1,20230908,0
Active,60409,HW DBL HIPITCH 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW DBL HIPITCH,1/6BBL,1/6 BBL,,,BEER,0,0,20230324,0
Active,60410,HW IMPERSTOUT 24/16 6/4,HI-WIRE BREWING,HI-WIRE,HW IMPERSTOUT,24/16 6/4,24/16,,HIWIRE IMPERIAL STOUT 6/4 16 OUNCE CANS,BEER,0,0,20220201,0
Active,60411,HW ELECTRICSQZ 6/4C,HI-WIRE BREWING,HI-WIRE,HW ELECTRICSQZ,6/4C,24/16,,HI WIRE ELECTRIC SQUEEZE IPA FOUR PACK CAN,BEER,0,0,0,0
Active,60412,HW ELECTRICSQZ 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW ELECTRICSQZ,1/6BBL,1/6 BBL,,HI WIRE ELECTRIC SQUEEZE SIXTH BARREL,BEER,0,0,0,0
Active,60413,HW JUICYJUICY 6/4C,HI-WIRE BREWING,HI-WIRE,HW JUICYJUICY,6/4C,24/16,,HIWIRE JUICY JUICY FOUR PACK CAN,BEER,0,0,0,0
Active,60414,HW JUICYJUICY 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW JUICYJUICY,1/6BBL,1/6 BBL,,,BEER,0,0,0,0
Active,60416,HW IMPERSTOUT 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW IMPERSTOUT,1/6BBL,1/6 BBL,,HW IMPERIAL STOUT STANDARD  1/6BBL,BEER,0,0,20220201,0
Active,60417,HW FESTBIER 6/4 CAN 16OZ,HI-WIRE BREWING,HI-WIRE,HW FESTBIER,6/4 CAN 16OZ,24/16,,HI WIRE FESTBIER 4 PACK CANS,BEER,0,0,20220811,0
Active,60419,HW FESTBIER 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW FESTBIER,1/6BBL,1/6 BBL,,,BEER,0,0,20170118,0
Active,60426,HW STRONGMAN 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW STRONGMAN,1/6BBL,1/6 BBL,,HW IRISH STOUT 1/6BBL,BEER,0,0,20230224,0
Active,60427,HW 10W40CHOC 24/16 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW 10W40CHOC,24/16 6/4 CAN,24/16,,HIWIRE 10W40 COCONUT CHOCOLATE BAR FOUR PACK CANS,BEER,0,0,20210114,0
Active,60429,HW 10W40CHOC 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW 10W40CHOC,1/6BBL,1/6 BBL,,HIWIRE COCONUT CHOCOLATE BAR SIXTH BARREL,BEER,0,0,0,0
Active,60436,HW CERVEZA 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW CERVEZA,1/6BBL,1/6 BBL,,,BEER,0,0,20210827,0
Active,60441,HW BALTC PORTR 6/4 16OZ CAN,HI-WIRE BREWING,HI-WIRE,HW BALTC PORTR,6/4 16OZ CAN,24/16,,HI WIRE BALTIC PORTER 6/4 CAN,BEER,0,0,20180219,0
Active,60446,HW WEST COAST 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW WEST COAST,1/6BBL,1/6 BBL,,,BEER,0,0,20220225,0
Active,60447,HW HOT CHOC 24/16 6/4 CANS,HI-WIRE BREWING,HI-WIRE,HW HOT CHOC,24/16 6/4 CANS,24/16,,HW 10W40 MEXICAN HOT CHOCOLATE 6/4 CANS,BEER,0,0,20210312,0
Active,60449,HW HOT CHOC 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW HOT CHOC,1/6BBL,1/6 BBL,,HIWIRE 10W40 MEXICAN HOT CHOCOLATE 1/6BBL,BEER,0,0,20210312,0
Active,60457,HW DBL CHERRY 6/4 16OZ CAN,HI-WIRE BREWING,HI-WIRE,HW DBL CHERRY,6/4 16OZ CAN,24/16,,HW BOUBLE CHEERY SOUR 16 OUNCE,BEER,0,0,20210409,0
Active,60459,HW DBL CHERRY 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW DBL CHERRY,1/6BBL,1/6 BBL,,,BEER,0,0,20230126,0
Active,60460,HW SUPER HAZE 6/4C,HI-WIRE BREWING,HI-WIRE,HW SUPER HAZE,6/4C,24/16,,HIWIRE SUPER HAZE BRU1 CITRA EL DORADO FOUR PACK CAN,BEER,0,0,0,0
Active,60466,HW SUPER HAZE 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW SUPER HAZE,1/6BBL,1/6 BBL,,HI WIRE SUPER HAZE SIXTH BARREL,BEER,0,0,20210225,0
Active,60467,HW 10W40 KINGC 24/16 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW 10W40 KINGC,24/16 6/4 CAN,24/16,,HI WIRE 10 W 40 KING CAKE FOUR PACK SIXTEEN OUNCE CAN,BEER,0,0,20220225,0
Active,60469,HW 10W40 KINGC 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW 10W40 KINGC,1/6BBL,1/6 BBL,,HI WIRE 10 W 40 KING CAKE SIXTH BARREL,BEER,0,0,20220201,0
Active,60471,HW 10W40BANSPL 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW 10W40BANSPL,6/4 CAN,24/16,,HI WIRE,BEER,0,0,20210519,0
Active,60476,HW 10W40BANSPL 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW 10W40BANSPL,1/6BBL,1/6 BBL,,,BEER,0,0,20210519,0
Active,60479,HW GINGR BREAD 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW GINGR BREAD,1/6BBL,1/6 BBL,,HI WIRE 10W40 IMPERIAL STOUT,BEER,0,0,20221214,0
Active,60497,HW COCOA PORTR 6/4 16OZ CANS,HI-WIRE BREWING,HI-WIRE,HW COCOA PORTR,6/4 16OZ CANS,24/16,,,BEER,0,0,20200702,0
Active,60499,HW COCOA PORTR 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW COCOA PORTR,1/6BBL,1/6 BBL,,HI WIRE COCOA PORTER SIXTH BARREL,BEER,0,0,20211216,0
Active,60501,HW HZYHZYHZY 6/4C,HI-WIRE BREWING,HI-WIRE,HW HZYHZYHZY,6/4C,24/16,,HIWIRE HAZY HAZY HAZY IPA FOUR PACK CANS,BEER,0,0,0,0
Active,60503,HW HZYHZYHZY 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW HZYHZYHZY,1/6BBL,1/6 BBL,,HIWIRE HAZY HAZY HAZY IPA SIXTH BARREL,BEER,0,0,0,0
Active,60504,HW SWTMALTLQR,HI-WIRE BREWING,HI-WIRE,HW SWTMALTLQR,,24/16,,,BEER,0,0,0,0
